,base,distil,quant4,quant,quantf8,prune,prune4,prune6
0,6.499219655990601,7.717222690582275,9.652698278427124,7.441843271255493,6.914649248123169,6.693573713302612,8.795033931732178,7.198519468307495
1,6.2451348304748535,1.1760354042053225,9.576627731323242,7.213402509689331,6.815659523010254,7.083405494689941,8.44484281539917,6.844067811965942
2,6.221596956253052,1.1400983333587646,9.728599071502686,7.257373571395874,7.04925274848938,6.466114044189453,7.9373602867126465,6.894413709640503
3,5.87189507484436,0.8764755725860596,9.489650011062622,7.432711839675903,6.767140626907349,6.5836286544799805,8.166494131088257,6.625246524810791
4,5.933979749679565,1.0856130123138428,9.660404682159424,7.00274133682251,6.575175046920776,6.903594493865967,7.848185062408447,6.53905463218689
5,5.781767845153809,0.8038623332977295,9.634379148483276,6.759702444076538,6.7120702266693115,7.365497589111328,8.749470710754395,6.683725118637085
6,5.719768762588501,0.7883491516113281,9.72528600692749,6.891914367675781,7.035214185714722,7.135942697525024,8.072633743286133,6.714184284210205
7,5.587542533874512,0.8559520244598389,9.909549713134766,6.54749608039856,6.700774669647217,6.874423265457153,6.76584792137146,6.449680805206299
8,5.771574258804321,0.7120566368103027,9.544776678085327,6.535797595977783,6.802334308624268,7.546746492385864,6.94162392616272,6.961166143417358
9,5.6270105838775635,1.0442476272583008,9.707830429077148,6.458356857299805,7.169509649276733,7.122713565826416,7.054463863372803,6.891166925430298
10,5.513216257095337,0.7907142639160156,9.683886766433716,6.471375942230225,7.124008655548096,6.872223138809204,6.6307373046875,6.6574718952178955
11,5.5081024169921875,0.7515480518341064,9.743631601333618,6.970962047576904,7.160083293914795,7.329803943634033,7.002434492111206,6.650122165679932
12,5.626306772232056,1.6623876094818115,9.763603925704956,6.450566053390503,7.223811388015747,6.628963470458984,6.933449983596802,6.735617637634277
13,5.719531297683716,1.4298045635223389,9.579906940460203,6.348907232284546,7.422156572341919,7.3440165519714355,6.74497652053833,6.800048828125
14,5.987999200820923,0.7278139591217041,9.686611652374268,6.184189319610596,7.241400241851807,7.587534666061401,6.594207286834717,6.757414102554321
15,5.802432060241699,1.453110694885254,9.866771221160889,6.361924171447754,7.694425582885742,7.139026880264282,6.838672399520874,6.789715051651001
16,5.567609786987305,0.9355857372283936,9.63874125480652,6.361270904541016,7.771614551544189,7.023529291152954,6.519444465637207,7.049449443817139
17,5.859912395477295,0.7746236324310303,9.577290296554564,6.558984041213989,8.41149353981018,7.9142444133758545,6.532137870788574,6.798236131668091
18,5.522688627243042,0.7964701652526855,9.37639617919922,6.403200626373291,7.371818542480469,7.368134498596191,6.875338315963745,6.844871520996094
19,5.436763286590576,0.8549671173095703,9.335573196411133,6.550501346588135,7.4673850536346436,7.252736330032349,7.184066295623779,7.0672607421875
20,5.408087253570557,0.8427276611328125,9.713796377182009,6.806300401687622,7.900265455245972,7.283440351486206,6.73691463470459,6.6962056159973145
21,5.346876621246338,0.8340373039245605,9.637334823608398,6.75913143157959,8.117499589920044,7.321547269821167,6.569598436355591,6.539902687072754
22,5.425041913986206,0.8343346118927002,9.563718318939207,6.4356138706207275,7.818463563919067,6.613197326660156,7.042856693267822,7.146571159362793
23,5.396241664886475,0.7535505294799805,9.604779958724976,7.431836605072021,7.71829891204834,6.552812099456787,6.627054452896118,6.9222142696380615
24,5.587040185928345,0.7143151760101318,9.570525884628296,8.482653617858887,7.989107608795166,6.471373796463013,7.005090713500977,6.6065592765808105
25,5.493389844894409,0.8582484722137451,9.481929063796995,9.196558713912964,9.12607455253601,6.449886322021484,6.583582162857056,6.904070138931274
26,5.560270071029663,0.7839853763580322,9.714338779449465,7.928661108016968,8.472961902618408,6.220144033432007,6.577213764190674,6.760385990142822
27,5.580315351486206,0.7381165027618408,9.721169233322144,7.138216018676758,8.64437747001648,6.277018785476685,6.772138357162476,7.0191216468811035
28,5.785590410232544,0.7458012104034424,9.811496019363403,6.896375894546509,8.601829528808594,6.155580520629883,6.302873134613037,6.913168430328369
29,5.689541339874268,0.9212803840637208,9.880826950073242,7.386104822158813,8.739835023880005,6.523629665374756,6.952608346939087,6.910803556442261
30,5.793732643127441,0.8907632827758789,9.862558603286743,7.22503924369812,8.791839599609375,6.233765363693237,6.8276753425598145,6.8321921825408936
31,5.733691215515137,0.7282607555389404,9.96217393875122,8.150474309921265,9.253121852874756,6.40903902053833,6.779888391494751,6.744630813598633
32,5.559219598770142,1.0753827095031738,10.062423706054688,8.636082887649536,10.061719179153442,6.628350496292114,6.811596155166626,7.66124415397644
33,5.616626262664795,1.0511305332183838,9.86725401878357,7.615656852722168,8.643645763397217,6.531112432479858,6.800292015075684,8.027044534683228
34,5.559706687927246,1.0710837841033936,9.712481498718262,8.202661752700806,8.69409465789795,6.40637993812561,6.3436501026153564,8.117984771728516
35,5.335026741027832,0.8879072666168213,9.870259284973145,8.665579795837402,8.809706926345825,6.269777536392212,6.633565664291382,8.56060004234314
36,5.22879433631897,0.753920316696167,10.012226819992064,8.822404623031616,9.361904621124268,6.655040502548218,6.735213041305542,7.596692085266113
37,5.3917295932769775,0.777759313583374,9.903895378112791,8.96960973739624,9.325801134109495,6.419271230697632,6.563984155654907,7.321176528930664
38,5.5389909744262695,0.7544441223144531,9.90177869796753,9.257014513015749,9.03185772895813,6.37013053894043,6.577704191207886,7.520602703094482
39,5.671209335327148,0.799670934677124,9.818930625915527,8.734329223632812,9.008330345153809,6.346594333648682,6.8878631591796875,7.5822913646698
40,5.654200315475464,0.8136816024780273,9.77402377128601,8.05781602859497,9.567222356796265,6.5418455600738525,6.868584632873535,7.444633722305298
41,5.489137172698975,0.7491083145141602,9.896648168563845,9.04276156425476,9.33449125289917,6.551297426223755,6.740878343582153,7.642991065979004
42,5.273483991622925,0.7854602336883545,9.835082292556764,8.925760746002197,8.849073648452759,6.3864569664001465,6.732410907745361,7.883538961410523
43,5.306073427200317,0.8030123710632324,9.626862287521362,9.313327312469482,8.989664554595947,6.120770215988159,6.642824172973633,7.94330644607544
44,5.2444236278533936,0.7905278205871582,9.707861185073853,7.683152675628662,9.146971940994264,5.873612642288208,6.867930889129639,8.031208276748657
45,5.344285011291504,0.9022018909454346,9.78590202331543,8.668033123016357,9.29189920425415,6.486076354980469,6.2053399085998535,7.769623041152954
46,5.542850494384766,0.8517868518829346,9.799167156219482,8.94201397895813,8.993362188339233,6.279425382614136,6.629145383834839,8.270862340927124
47,5.3693482875823975,0.7725460529327393,9.71872091293335,8.892852306365967,9.522174835205078,6.493857145309448,6.533540487289429,8.227081537246704
48,5.594950437545776,0.7751455307006836,9.584617853164673,8.826136589050293,10.103015422821043,6.0256781578063965,6.7459633350372314,8.328534126281738
49,5.461179971694946,0.7813196182250977,9.76141905784607,8.132670402526855,9.37830090522766,6.080792427062988,6.7446513175964355,7.726287603378296
50,5.531351327896118,0.7390739917755127,9.83003306388855,8.285325288772583,9.209810972213743,5.775914430618286,6.673068523406982,7.973196744918823
51,5.280327081680298,0.7096292972564697,9.808400392532349,8.148327350616455,10.102725505828856,5.838560104370117,6.7012293338775635,8.082847595214844
52,5.392437219619751,0.7908172607421875,9.839981317520142,7.9977757930755615,9.192436695098875,6.000685691833496,6.549267292022705,7.798959493637085
53,5.198054790496826,0.9517114162445068,9.708542346954346,8.582244396209717,8.644181489944458,5.729581356048584,6.676437616348267,8.611801385879517
54,5.444006443023682,0.7323110103607178,9.984518766403198,9.244138717651367,9.082123517990112,5.763200521469116,6.691680192947388,8.270428657531738
55,5.483513116836548,0.7503371238708496,9.793906688690186,9.156240224838257,9.410388708114624,5.709663391113281,6.826766729354858,7.959635257720947
56,5.561605215072632,0.7269699573516846,9.697545289993286,9.027461290359495,9.417250394821169,5.728187799453735,6.654101371765137,7.953375816345215
57,5.403991460800171,0.9476480484008788,9.844524383544922,9.536762952804564,9.000245094299316,5.7286059856414795,6.8360209465026855,7.853994846343994
58,5.533496618270874,0.9187276363372804,9.880080461502075,9.344536781311035,9.24491262435913,5.704303741455078,6.658000469207764,7.768747091293335
59,5.476910352706909,0.7800555229187012,9.91351318359375,9.553092002868652,9.425496816635132,5.835544109344482,6.66468071937561,7.690293550491333
60,5.2417497634887695,0.7212090492248535,9.868518590927124,10.397311925888062,8.989960670471191,5.5961222648620605,6.709319591522217,7.773847341537476
61,5.3898937702178955,0.823277473449707,9.998923063278198,8.914753437042236,9.595186233520508,5.525238990783691,5.982425928115845,8.189658880233765
62,5.502032279968262,0.8060436248779297,10.0433931350708,9.291374921798706,9.998023509979248,5.558642625808716,6.85196328163147,7.824018955230713
63,5.552806377410889,1.0398612022399902,9.779436111450195,10.22182273864746,8.729111909866333,5.46872878074646,8.004976272583008,7.852421760559082
64,5.165521621704102,0.7974052429199219,9.75466275215149,9.604758262634276,9.432311296463013,5.575280427932739,7.925393104553223,7.8663270473480225
65,5.258995771408081,0.8596329689025879,9.89501404762268,9.151576042175291,8.868844985961914,5.500835180282593,7.732627630233765,7.829245328903198
66,5.369735240936279,0.9741427898406982,9.730631113052368,9.96746587753296,8.896536827087402,5.7367517948150635,7.566267967224121,7.604874849319458
67,5.4262495040893555,0.8383004665374756,9.98258376121521,9.86019206047058,9.60057806968689,5.735337734222412,8.380974054336548,8.239498138427734
68,5.43560266494751,0.7882781028747559,9.822158336639404,9.31510853767395,8.316823959350586,5.723305940628052,8.860492944717407,8.510216236114502
69,5.438976764678955,0.890599250793457,9.870616912841797,9.288689851760864,9.723328828811646,5.787060737609863,8.49448013305664,7.633142471313477
70,5.478939771652222,0.9698154926300048,9.780577659606934,9.725529432296751,10.01716375350952,5.7828240394592285,8.113279342651367,7.000926971435547
71,5.3697521686553955,0.7595555782318115,9.96050238609314,9.274162292480469,9.768496990203856,5.648673057556152,7.938236474990845,6.692502975463867
72,5.615437746047974,0.8009011745452881,9.91544246673584,9.788299083709717,8.788743495941162,5.802949666976929,8.094581365585327,6.666721820831299
73,5.6260154247283936,1.0191185474395752,10.052058935165403,9.479912281036375,7.876176834106445,5.365484237670898,7.621660470962524,6.9394965171813965
74,5.389416933059692,0.7974452972412109,10.18176245689392,9.186519384384155,7.930186033248901,5.436020135879517,6.865196466445923,6.845165491104126
75,5.322000741958618,0.7244420051574707,10.028852939605711,9.287530183792114,7.820790767669678,5.505516290664673,7.159502029418945,6.753906011581421
76,5.648568391799927,1.0693705081939695,9.679751873016356,9.364882707595823,8.325020790100098,5.495144605636597,6.764266490936279,6.634823799133301
77,5.875444173812866,0.7923283576965332,9.926722288131714,9.885920286178589,8.098756551742554,5.549853563308716,6.794968605041504,6.756507396697998
78,6.096799612045288,1.0357966423034668,9.968298196792604,9.608150720596312,8.172096014022827,5.517567873001099,6.689646244049072,6.7912750244140625
79,6.481833219528198,1.1151440143585205,9.914515733718872,9.767989873886108,7.939391613006592,5.572782516479492,7.023015737533569,6.85836935043335
80,6.86336612701416,1.6864337921142578,9.827332258224487,9.36206316947937,7.954797267913818,5.768481016159058,7.401678800582886,6.675669431686401
81,6.752612113952637,1.479646921157837,9.81546688079834,9.524924516677856,7.914905071258545,5.59013819694519,7.046823024749756,6.536719560623169
82,6.643484592437744,2.0735299587249756,9.777203559875488,9.131938219070436,7.364298582077026,5.785027027130127,6.761242866516113,6.791452884674072
83,6.6182355880737305,2.134080171585083,10.070986986160278,9.857596158981323,7.206400871276856,6.966933250427246,7.019078969955444,6.6673195362091064
84,6.4713194370269775,1.7434890270233154,10.212355852127075,9.279412984848022,6.770532131195068,7.379274845123291,6.919639825820923,6.670779466629028
85,7.205526351928711,2.2071805000305176,9.85994577407837,9.210845947265623,6.596402883529663,7.215956687927246,6.811331033706665,6.402563810348511
86,6.844067811965942,1.631059169769287,10.099168062210085,8.989173412322998,6.8015687465667725,6.87725305557251,6.858259439468384,6.809635400772095
87,6.994551658630371,1.64770770072937,10.079859972000122,9.385058641433716,6.776819705963135,6.913397312164307,6.614792585372925,6.603233098983765
88,6.965700149536133,1.3535935878753662,10.035444736480711,9.58025074005127,6.670475721359253,6.231029033660889,6.752941846847534,6.49072265625
89,6.580249547958374,1.5482702255249023,10.119647741317747,9.449582815170288,6.526783227920532,6.240485668182373,6.810631513595581,6.427875757217407
90,6.460308313369751,2.0234127044677734,9.752212524414062,9.07846474647522,6.210097074508667,6.248601913452148,6.857251167297363,6.6587255001068115
91,7.797292232513428,2.388716697692871,10.134777069091797,8.843530893325806,6.296736478805542,5.975527763366699,6.672443866729736,6.658128499984741
92,6.322723865509033,1.458364725112915,9.818265438079834,9.90950632095337,6.957763910293579,5.9366044998168945,6.5950608253479,6.439203262329102
93,6.745994567871094,2.011686086654663,9.542744398117064,8.867922067642212,6.932874917984009,6.116116285324097,6.544068336486816,6.643193006515503
94,6.819793939590454,1.751593828201294,9.675184726715088,9.250491380691528,6.863018989562988,6.037725210189819,6.81989049911499,6.40878963470459
95,7.04461145401001,1.540970802307129,9.874125957489014,10.014287948608398,6.932706594467163,5.841477870941162,7.1470348834991455,6.520685434341431
96,7.086852788925171,2.338165521621704,9.940943956375122,9.146434545516968,6.6777215003967285,5.887211799621582,6.642806529998779,6.451801300048828
97,6.372044801712036,1.5266118049621582,9.838290452957152,9.6097571849823,6.861175060272217,5.907727003097534,7.230293035507202,6.428923845291138
98,6.430749893188477,1.578477382659912,10.035403728485107,9.35988712310791,6.911452531814575,5.8254852294921875,7.056352853775024,6.257701396942139
99,7.134392976760864,1.6440401077270508,9.93683099746704,9.436520099639893,6.965045690536499,5.839345693588257,6.6082682609558105,6.761765241622925
100,6.722903728485107,1.6039843559265137,9.755977392196655,10.24348759651184,7.065212726593018,5.891283988952637,6.7497100830078125,6.8278257846832275
101,6.827383518218994,1.8570189476013184,9.907312870025637,9.197957754135132,7.007745981216431,6.015682220458984,6.732541799545288,6.81597113609314
102,6.415934801101685,2.232893943786621,9.69237756729126,9.23149037361145,6.797507286071777,5.749770402908325,7.014780282974243,6.90971827507019
103,6.814207553863525,1.5905208587646484,9.641782522201538,9.833516359329224,7.333965063095093,5.879154205322266,6.7948925495147705,6.787470817565918
104,6.77308464050293,2.2330896854400635,9.845138788223268,9.288421630859377,7.043861627578735,5.7274229526519775,6.878511428833008,6.836915969848633
105,7.4307215213775635,1.882047414779663,9.802122116088867,9.150034189224243,7.359352111816406,5.680288076400757,6.710830450057983,6.830396890640259
106,6.767259836196899,1.2642433643341064,9.791272401809692,10.291617393493652,7.214399099349976,5.90400242805481,6.858435392379761,6.426990032196045
107,6.630918741226196,1.9734394550323489,9.758264541625977,9.749146938323976,7.146387815475464,5.892245292663574,6.775824069976807,6.6166932582855225
108,6.777593374252319,1.18699049949646,9.806238651275637,10.12406063079834,7.205908536911011,5.942276239395142,6.92180871963501,6.617520093917847
